id,price
12800,254773.5843
6368,230242.0446
7596,211606.3361
1315,254441.4558
17461,190283.3378
385,374866.6014
18920,263428.6746
11750,228523.7229
9716,274006.1511
4858,261649.4687
10159,274601.1847
17674,214533.0256
16078,269572.3104
1212,279359.6784
15120,269237.3275
15452,243334.5511
6466,336732.0948
4790,211866.5054
11061,246655.8436
7292,268626.5822
20605,230964.9844
5818,302779.2233
16518,218037.6025
18287,251414.0738
5229,298340.0768
13651,231619.8038
10156,287064.2888
6522,292882.9284
10039,264820.9262
8432,205404.9042
18441,210266.6166
10696,256417.5746
19611,239647.7093
6054,302840.0009
20268,386209.5122
2203,247875.7286
14554,267882.3079
8866,238741.6485
14525,237612.3735
10893,222186.2795
1211,241195.3002
2647,235203.5553
14776,298577.3968
15824,259817.4185
14796,185808.2708
1683,230435.0629
7160,227524.499
15182,221376.1427
1174,224546.4581
2983,278328.7705
17846,186131.1008
9755,229062.1563
6048,205026.2732
2530,244305.1925
7200,250141.2182
2707,220801.7051
7771,244860.8163
4842,271099.8109
7588,266007.5167
19308,223227.1762
6770,279840.1102
5401,245865.8631
3193,237357.8719
178,199258.2999
19277,314315.7209
19719,266513.9366
14732,226095.2074
14343,238516.0263
3462,223452.6605
17460,335167.4445
11634,221269.4122
13470,226758.8425
1944,217366.7384
10821,244337.0162
91,223792.2911
4493,241081.4695
12370,305260.3464
2749,232950.7274
7287,264032.1468
2864,319734.4062
13681,229643.1561
16878,334417.3449
16418,273128.1901
21271,236289.1164
17152,359077.8884
3531,245945.5364
12279,252925.1562
3830,292951.6313
10884,211830.3994
19268,243391.0119
2834,237880.3623
21533,346260.1984
4743,200003.6006
16188,320536.1804
2967,239559.6332
12867,229175.8479
7653,351039.2123
7741,261917.0577
14876,256033.6665
15518,314455.78
12961,242202.6165
2206,264297.3469
463,213968.9747
8469,212948.5992
390,240004.5578
10057,282448.4385
20310,302925.9137
6746,222055.1923
2179,202055.8317
11642,232039.6293
7600,230723.8909
18923,226443.2861
9304,272743.0366
15709,225713.715
2851,224534.5618
20570,329658.6038
4405,237386.6753
2173,260097.3488
7266,234383.5173
9797,268915.9925
9120,254163.8628
5977,244344.7304
13013,285698.2355
16887,234939.1972
1264,291595.2812
5126,296330.1083
16529,290916.0976
15210,240675.8649
12374,197016.6897
20789,248363.8626
14409,222565.3321
12409,228951.7513
16782,256798.3041
6135,249473.2102
13478,251732.0225
1414,293969.7066
11006,277612.6907
3,195960.388
17334,233394.2229
4889,231181.4366
5519,300658.7201
7306,261358.7125
6634,312684.1038
6540,253220.4527
3083,258281.3535
15467,255401.4863
18909,200763.8822
17021,245556.4651
18163,239614.2166
19771,297206.3751
16947,270560.8314
9171,271840.5067
16699,252873.6188
7431,259786.9609
9444,262348.505
3925,330234.8618
1678,188253.6332
1082,255851.7595
719,257677.6777
18980,257097.5344
20827,313996.5271
12186,231662.8593
20219,253780.8769
14873,266755.9201
13184,222379.2595
9434,232107.7063
7028,222807.2983
16922,212378.9661
20646,271927.9622
16131,227377.047
2962,211148.894
14928,229663.5684
19821,222164.7071
1796,308395.699
4059,220374.0451
12377,272744.0852
20348,214412.2875
16792,228007.1897
19288,198589.5365
297,207939.1616
3400,221774.3883
19829,267932.3885
4874,215513.33
11385,246646.9544
19009,246269.8388
14967,269293.3489
7728,191115.7128
15664,190021.9201
19588,280772.3951
13051,236520.3769
7760,262181.554
10129,213758.678
3842,291284.7697
14456,235905.2621
14892,283434.5928
11066,269785.6362
14860,364996.1984
6858,209031.7139
8325,205873.9762
8182,232040.0147
19692,224280.9413
9454,289505.2464
3667,287206.5109
21403,218576.0809
15243,214937.0106
4648,228702.9654
17370,231941.7745
19679,233448.1694
14140,292230.8387
7342,337822.0484
11955,219038.5226
5832,327017.8912
21484,253734.6512
8955,291403.5497
560,229014.5816
19672,296716.7999
18685,253353.1031
17557,263019.6326
18466,229308.88
17537,190290.1155
6102,239495.0113
268,209534.5086
14148,236385.5255
6479,252657.4884
1302,242233.8033
8956,273731.7377
8805,284559.5199
16398,223167.062
1905,273671.1031
2947,251471.7374
1288,242259.1718
12915,256472.3864
10393,256603.5789
20991,238870.788
8121,285419.4008
7740,233060.4604
5222,270271.3833
9027,261963.9267
8970,240081.0247
16651,236884.7022
4194,221057.6072
19999,211391.0086
1906,222932.593
20552,238847.8901
16278,206223.9508
9071,218453.6405
5768,270174.4243
6945,257932.0385
3031,265419.0435
4504,253198.2546
2538,259377.3583
4171,288733.1053
11009,194575.3079
9512,215711.6221
14863,215828.8253
11555,244642.65
20112,239144.1224
18604,274206.7641
636,217564.5646
1517,230198.697
13640,242842.2592
17384,227254.0892
4664,266880.5783
13202,273879.4434
3122,391666.8259
13859,214570.836
8502,313227.7359
18283,253086.6795
3941,227423.4389
15434,250717.3991
20027,235473.5246
5593,185528.701
9371,206579.2275
9207,275974.2826
7991,294408.4029
4620,281398.5947
18337,234753.7498
17048,216084.7786
16415,247061.9317
10815,234758.5096
16291,244588.1154
19734,265129.7056
9614,279280.1861
6629,314919.1723
19524,218634.6618
3658,284601.0131
3352,235653.2132
5004,291734.6977
11583,262272.1702
3902,248988.232
12711,225308.3902
4247,222625.3819
11059,228552.5291
7573,248960.4977
4573,289721.2415
8437,212531.7829
2261,197679.1865
5638,232112.7851
14211,266461.5622
2245,247222.4734
13777,259468.0537
13421,219730.0947
8399,247955.4808
