id,price
12800,536329.3283
6368,349576.3827
7596,245856.5639
1315,459083.0193
17461,82838.85907
385,1445597.288
18920,650604.1582
11750,355687.0144
9716,768517.8436
4858,505877.4317
10159,828446.8231
17674,184231.3823
16078,676112.6254
1212,644775.4489
15120,636395.0091
15452,566582.3831
6466,1402882.892
4790,247820.0984
11061,440263.2471
7292,643536.027
20605,372847.8037
5818,878497.1496
16518,335260.4493
18287,534896.3431
5229,855772.7176
13651,426871.9302
10156,834482.5093
6522,786212.5532
10039,568189.2103
8432,331523.4557
18441,306214.516
10696,501599.398
19611,406669.4327
6054,891745.4779
20268,1396554.718
2203,463179.4035
14554,566928.0565
8866,432889.5181
14525,493906.9412
10893,462806.2487
1211,521432.6759
2647,569954.9384
14776,913672.583
15824,587452.5206
14796,129599.3508
1683,463182.7968
7160,401831.64
15182,332960.4078
1174,248051.7279
2983,742989.6246
17846,112051.1939
9755,418729.3017
6048,384343.7932
2530,674822.1955
7200,520269.3983
2707,383073.6287
7771,458470.5088
4842,587878.6182
7588,651808.7133
19308,247345.0744
6770,633090.1501
5401,407837.6318
3193,461921.4826
178,356178.1476
19277,1229746.117
19719,586176.7173
14732,215027.761
14343,487759.3451
3462,399433.9673
17460,1259287.831
11634,516842.4632
13470,522758.2146
1944,224045.7785
10821,404130.0247
91,236566.062
4493,518598.8114
12370,1004720.275
2749,280310.0802
7287,627229.1305
2864,938869.8288
13681,282068.789
16878,1132119.964
16418,750567.7549
21271,358669.164
17152,1388926.799
3531,461998.4298
12279,509671.7088
3830,755554.2373
10884,201173.4898
19268,345306.448
2834,490248.0567
21533,1222978.265
4743,286658.5815
16188,1049289.915
2967,565345.5681
12867,316372.3202
7653,1422308.595
7741,830458.3651
14876,525969.0541
15518,1106523.566
12961,404865.2279
2206,659188.7718
463,210440.8374
8469,221305.77
390,575447.733
10057,800412.0118
20310,846012.4419
6746,193675.0355
2179,201213.9769
11642,509413.4064
7600,471104.7871
18923,396607.4163
9304,746193.4495
15709,437070.0452
2851,490064.8732
20570,1081576.542
4405,689469.9219
2173,578345.5546
7266,373284.9742
9797,734779.0012
9120,450466.7929
5977,627438.4588
13013,778938.7105
16887,458894.1318
1264,995892.6192
5126,866660.7592
16529,889625.9617
15210,546640.5074
12374,154046.9593
20789,493622.6876
14409,375342.7538
12409,317096.2563
16782,579194.6536
6135,473455.0332
13478,553522.1506
1414,784553.279
11006,809951.7434
3,276693.4037
17334,359425.8628
4889,304109.0078
5519,1028380.543
7306,573513.432
6634,972949.2271
6540,652128.6174
3083,673887.6617
15467,575430.2229
18909,170145.2825
17021,506342.6005
18163,332572.1524
19771,784413.2533
16947,734793.6342
9171,676085.0359
16699,581572.6601
7431,602871.7318
9444,577262.535
3925,1199372.076
1678,88925.87028
1082,611577.8626
719,763366.1104
18980,638780.1423
20827,913289.9177
12186,372415.3006
20219,500723.3172
14873,623400.029
13184,365512.3903
9434,384207.3527
7028,407659.9917
16922,387055.5332
20646,716952.5732
16131,419768.6538
2962,480554.9716
14928,379830.2046
19821,238941.8912
1796,938547.0752
4059,351119.9702
12377,621913.5354
20348,266158.4822
16792,393179.8563
19288,286478.9556
297,138353.8232
3400,391833.9124
19829,632094.2616
4874,320414.2527
11385,421611.8782
19009,648194.3003
14967,703802.9648
7728,28998.46277
15664,102735.2954
19588,735146.2824
13051,546655.4607
7760,765384.6659
10129,209792.9402
3842,848336.6546
14456,427654.5765
14892,769039.559
11066,670444.3108
14860,1524260.723
6858,217748.803
8325,304663.0857
8182,501792.4357
19692,185025.7127
9454,802418.6495
3667,755572.3127
21403,210474.911
15243,321974.5489
4648,325667.1315
17370,334241.817
19679,354221.6581
14140,874313.0785
7342,1149832.032
11955,322168.0646
5832,1164388.216
21484,482714.1821
8955,802109.5514
560,265097.3251
19672,886439.9151
18685,515783.8867
17557,544966.9866
18466,716831.015
17537,26978.85006
6102,556262.2183
268,391799.5796
14148,621111.6717
6479,616329.4593
1302,507634.5613
8956,759490.882
8805,1049999.589
16398,282691.6748
1905,948926.7759
2947,551183.9435
1288,523506.2983
12915,640677.1024
10393,521472.9806
20991,413872.8855
8121,652089.5978
7740,497729.0625
5222,634866.457
9027,564769.1108
8970,328858.0638
16651,402400.4966
4194,308524.6403
19999,210032.1691
1906,512248.0835
20552,407985.3893
16278,162750.9522
9071,301661.2855
5768,696358.49
6945,753823.4142
3031,690424.1898
4504,509943.1654
2538,578599.5463
4171,820221.219
11009,183682.3556
9512,192092.8143
14863,190682.1691
11555,419436.6705
20112,369066.9995
18604,1002233.517
636,325018.9116
1517,283408.5887
13640,380657.0022
17384,584478.697
4664,558780.3892
13202,653491.9651
3122,1519073.021
13859,257972.6273
8502,1066844.035
18283,522246.3337
3941,463815.0452
15434,723801.9919
20027,315018.3674
5593,120034.2997
9371,261090.0299
9207,697799.8714
7991,818636.3173
4620,605480.1689
18337,378133.9958
17048,270559.9132
16415,552415.7111
10815,516815.8168
16291,515196.8292
19734,565139.3629
9614,717198.537
6629,1082962.708
19524,288692.9861
3658,820622.0567
3352,401494.6442
5004,841376.6412
11583,622938.8963
3902,559222.1478
12711,417895.1318
4247,466843.34
11059,506862.2731
7573,437285.2668
4573,729393.024
8437,337200.4852
2261,109602.5144
5638,446472.2808
14211,698763.2138
2245,544617.4953
13777,660584.9272
13421,313323.0694
8399,515460.0217
5971,395954.3575
8435,359188.9594
20028,653565.89
9122,152981.7253
14882,412587.7016
2084,717545.7558
19088,204883.9796
21571,247356.7673
978,129173.961
16696,227097.1725
1693,989647.6623
6534,249298.0037
12023,384622.7504
17750,196951.4148
18396,676962.9531
4063,70781.27225
1112,245814.4496
17379,-26876.44791
7972,165032.0891
311,947220.5864
16795,537625.2896
4866,301617.3012
13669,744415.0924
18343,520226.6341
5710,468473.4488
2223,766923.3591
7950,411841.3861
8250,352131.2769
17136,122945.3627
9439,402519.1035
20282,608338.1482
6709,473573.4756
6804,-84888.42287
866,201742.2984
17094,625220.7889
6934,391003.7595
3601,259084.4425
1369,716141.6454
1295,1280074.659
8993,542847.7082
18853,311654.8887
5292,396115.6184
19778,1471102.943
19813,340502.1722
6751,66754.85446
6738,184050.7031
3403,-2939.133758
4415,347087.6505
9189,110703.0132
18496,772691.7407
3785,277258.8381
7470,490898.9196
3218,146709.8348
21211,373799.3707
10631,448769.4915
7241,640752.4573
2096,671628.4724
13022,348835.7459
14117,601527.3268
7488,777641.0485
1019,294940.2887
