id,price
12800,502278.6785
6368,350031.3064
7596,301257.0718
1315,413226.4802
17461,225289.8911
385,981559.3618
18920,559362.6048
11750,416050.744
9716,668134.6474
4858,473201.7071
10159,635268.4976
17674,276668.4405
16078,590163.5233
1212,487948.8047
15120,563687.2793
15452,507151.6527
6466,920813.2858
4790,359216.036
11061,483502.4845
7292,495927.687
20605,397793.2587
5818,662274.293
16518,436987.4425
18287,530095.6967
5229,745573.6672
13651,380494.3344
10156,708775.0425
6522,559977.8319
10039,481290.1446
8432,407173.2036
18441,363851.7868
10696,505043.7832
19611,461568.5434
6054,727700.0334
20268,1005309.768
2203,440884.6545
14554,472829.5317
8866,461122.9626
14525,440179.3919
10893,442907.1265
1211,486989.972
2647,567398.5808
14776,773474.3402
15824,515503.2543
14796,253173.6155
1683,460299.2448
7160,415186.8651
15182,389706.7997
1174,353591.4416
2983,639090.064
17846,229778.2209
9755,451879.5089
6048,443158.0292
2530,576571.801
7200,517982.6316
2707,426945.2925
7771,483022.4427
4842,528724.979
7588,578490.7797
19308,311219.999
6770,501111.7759
5401,377831.885
3193,420389.4083
178,397250.3495
19277,827609.1787
19719,465830.213
14732,253060.6354
14343,432455.3282
3462,380878.0794
17460,873356.645
11634,449082.1727
13470,511852.2231
1944,268991.222
10821,365569.0484
91,293713.2788
4493,488552.5102
12370,737337.5545
2749,297116.2993
7287,501172.6142
2864,704830.1768
13681,297829.3784
16878,835633.5538
16418,684952.6488
21271,406777.2505
17152,958067.7234
3531,432923.0631
12279,450251.147
3830,514239.7404
10884,232320.555
19268,395861.8239
2834,471839.9351
21533,886656.9021
4743,366781.1998
16188,689619.7732
2967,531758.6863
12867,361034.2189
7653,1076908.697
7741,696580.3035
14876,460104.287
15518,890597.1141
12961,399175.4866
2206,604439.9486
463,298567.8919
8469,307522.0153
390,508982.7878
10057,633136.5398
20310,689752.993
6746,281966.5748
2179,330888.9686
11642,512370.4922
7600,467832.8724
18923,401624.7297
9304,636232.5018
15709,464098.0173
2851,416136.5973
20570,836793.42
4405,590368.8177
2173,556534.1483
7266,376399.6086
9797,669163.003
9120,441680.9082
5977,555417.6374
13013,650076.591
16887,439257.3178
1264,697681.5053
5126,593327.6152
16529,732258.0816
15210,516132.9968
12374,222058.5605
20789,492520.5931
14409,372720.9495
12409,418340.2367
16782,445797.6319
6135,498796.0913
13478,615974.8628
1414,539461.4078
11006,708764.7333
3,462421.714
17334,395918.4559
4889,319220.2794
5519,813967.3468
7306,516465.793
6634,774323.8833
6540,564996.8532
3083,577059.5369
15467,443741.1355
18909,280970.7839
17021,476785.3848
18163,400512.6782
19771,660114.8977
16947,634673.6926
9171,565119.2884
16699,522462.8984
7431,566582.2152
9444,548410.5296
3925,916172.8716
1678,170786.3212
1082,506502.6552
719,562158.4982
18980,598469.0389
20827,604284.3673
12186,333754.9402
20219,434452.4741
14873,526914.0925
13184,352040.2857
9434,385953.1388
7028,451326.5793
16922,459636.1832
20646,589157.8412
16131,457789.799
2962,517152.2491
14928,361927.6381
19821,327635.5292
1796,745671.4531
4059,418557.6167
12377,507885.5674
20348,330462.1167
16792,396010.3952
19288,375570.0677
297,231048.4657
3400,420818.7573
19829,499435.8037
4874,392218.6933
11385,379732.7936
19009,541464.6981
14967,594600.4202
7728,142896.3516
15664,212641.8547
19588,653634.5794
13051,509825.2347
7760,596947.3935
10129,276027.6742
3842,592369.7631
14456,383747.8997
14892,656487.9728
11066,575033.1606
14860,923819.612
6858,308840.8513
8325,345357.9647
8182,524931.8693
19692,267267.3144
9454,664418.153
3667,607513.5248
21403,315113.0256
15243,335243.4669
4648,352857.955
17370,414484.1242
19679,385512.189
14140,758403.7636
7342,889695.5272
11955,335556.3177
5832,891109.2699
21484,488592.9697
8955,554381.8643
560,317260.4035
19672,704265.5981
18685,408691.2563
17557,477009.8062
18466,650347.2481
17537,163103.8587
6102,523737.4358
268,435324.5765
14148,486691.2867
6479,548854.7181
1302,474820.8971
8956,593047.6659
8805,775007.9322
16398,378557.1903
1905,691595.2005
2947,533851.1793
1288,452102.8221
12915,545726.7902
10393,553610.1328
20991,452783.6665
8121,487673.7454
7740,489451.624
5222,573965.0196
9027,528601.0909
8970,316574.5184
16651,470029.4733
4194,377669.4718
19999,331363.9928
1906,490259.5212
20552,453454.4326
16278,223586.5438
9071,296205.1076
5768,643191.774
6945,614242.5027
3031,611332.3172
4504,412460.4274
2538,526331.7972
4171,651123.1214
11009,257674.8953
9512,258194.0758
14863,252635.4046
11555,383740.4575
20112,365398.3654
18604,693982.3437
636,381390.9627
1517,325617.5781
13640,405810.4795
17384,560770.5545
4664,430425.0477
13202,534403.4132
3122,1025910.69
13859,257060.99
8502,849574.3215
18283,480445.3442
3941,463758.4486
15434,629823.1725
20027,421455.8547
